id,name
2,"The video shows someone attempting to prevent or contain a fire: In this scenario, we might see someone trying to prevent a fire from starting or spreading, such as by using a fire extinguisher or calling for help. They might be trying to protect themselves, others, or property."
2,"The video shows someone fleeing from a fire: In this scenario, we might see someone running away from a fire, trying to escape danger or find safety. They might be disoriented or panicked, and they might be trying to help others or find a way out."
3,"The video shows someone defending themselves from an assault: In this scenario, we might see someone being attacked by another person and fighting back in self-defense. They might use physical force to protect themselves, and they might be trying to escape from the situation."
3,"The video shows someone intervening in an assault: In this scenario, we might see a bystander or witness to an assault trying to intervene and stop the attack. They might physically separate the individuals, or they might try to verbally de-escalate the situation."
3,"The video shows someone fleeing from an assault: In this scenario, we might see someone trying to escape from an attacker and finding a safe place to hide or call for help. They might be disoriented or panicked, and they might be trying to help others or find a way out."
3,"Bystanders intervening to stop an assault: Hero, Bystander, Victim, Safety, Intervention, Intervene, Stop, Help, Protect, Rescue"
3,"Individual physically assaulting someone who is not fighting back: Aggressor, Victim, Injuries, Violence, Attack, Hit, Punch, Kick, Slap, Assault"
3,"Group physically assaulting someone who is not fighting back: Gang, Victim, Injuries, Violence, Attack, Beat, Kick, Stomp, Assault, Injure"
3,"Someone being pinned down or held against their will: Restraint, Victim, Aggressor, Helplessness, Fear, Hold, Pin, Restrain, Trap, Confine"
3,"Bystanders witnessing the assault but not intervening: Bystanders, Witnesses, Victim, Safety, Intervention, Watch, Standby, Observe, Ignore, Fail to Intervene"
4,"This video shows traffic accidents involving vehicles, pedestrians or cyclists."
4,"The video shows a collision between two or more vehicles: In this scenario, we might see a car, truck, or motorcycle colliding with another vehicle. The collision might be caused by a driver's error, such as failing to stop at a red light or speeding, or it might be caused by external factors such as weather or road conditions."
4,"The video shows a vehicle hitting a pedestrian or cyclist: In this scenario, we might see a person walking or riding a bicycle being struck by a vehicle. The accident might be caused by a driver's failure to yield, distracted driving, or other factors."
4,"The video shows vehicles avoiding an accident: In this scenario, we might see vehicles swerving or stopping to avoid a collision. The drivers might be reacting to an unexpected obstacle or hazard, or they might be responding to another driver's error."
4,"Car running red light: Car, intersection, traffic light, damage, injury, Run, crash, check, assist, call"
4,"Pedestrian hit by car: Pedestrian, street, car, injury, ambulance, Hit, rush, check, call, help"
4,"Head-on collision: Car, street, damage, insurance, witness, Collide, exchange, assess, document, call"
4,"Cyclist hit by car: Cyclist, bike lane, car, injury, helmet, Hit, stop, check, assist, call"
4,"Highway pile-up: Car, highway, pile-up, traffic, emergency services, Swerve, crash, assess, redirect, clear"
5,"The video shows an individual or group attempting to break into a property: In this scenario, we might see one or more people attempting to gain entry to a property by forcing open a window or door, using a lock-picking tool, or other methods."
5,"The video shows an individual or group successfully breaking into a property: In this scenario, we might see an individual or group gaining entry to a property and proceeding to steal valuables, such as jewelry, electronics, or cash."
5,"The video shows an individual or group attempting to disable or avoid surveillance cameras: In this scenario, we might see an individual or group attempting to disable or avoid the surveillance cameras in order to avoid detection."
5,"The video shows witnesses or bystanders responding to the burglary attempt: In this scenario, we might see people noticing the attempted burglary and calling for help. They might be attempting to prevent the burglary or providing information to law enforcement."
5,"House burglary: House, window, valuables, front door, burglar, Approach, break in, search, exit, flee"
5,"Store burglary: Store, window, merchandise, group, thief, Smash, enter, grab, flee, escape"
5,"Home safe burglary: Home, door, safe, tools, burglar, Enter, attempt, open, leave, escape"
5,"Business cash register burglary: Business, key, cash register, cash, thief, Enter, head to, take, exit, flee"
6,"The video shows a sudden explosion occurring: In this scenario, we might see a sudden and unexpected explosion, which could cause damage to nearby buildings, vehicles, or other objects. Depending on the severity of the explosion, there may be injuries or fatalities."
6,"The video shows the cause of the explosion: In this scenario, we might see the cause of the explosion, which could be due to a gas leak, an electrical malfunction, or other factors. It is important to identify the cause of the explosion in order to prevent it from happening again in the future."
6,"The video shows the response of emergency personnel: In this scenario, we might see emergency personnel, such as firefighters, police officers, or paramedics, responding to the explosion. They may be attempting to secure the area, evacuate nearby buildings, or provide medical assistance to those who are injured."
6,"The video shows witnesses or bystanders responding to the explosion: In this scenario, we might see people nearby reacting to the explosion, such as running away from the area or helping those who are injured. Depending on the severity of the explosion, there may be chaos or confusion in the immediate aftermath."
6,"The video shows the aftermath of the explosion: In this scenario, we might see the damage caused by the explosion, such as broken windows, debris, or collapsed buildings. It is important to assess the damage in order to determine the best course of action for recovery and repair."
6,"Market bomb explosion: Bomb, market, chaos, destruction, emergency services, Explode, cause, run, scream, help"
6,"Gas explosion in building: Building, gas, debris, emergency services, damage, Explode, shatter, fall, run, assess"
6,"Fireworks display gone wrong: Fireworks, explosion, damage, buildings, car alarms, Explode, cause, damage, set off, run"
6,"Industrial factory explosion: Factory, explosion, debris, emergency services, injured, Occur, cause, destroy, send flying, help"
6,"Car explosion in parking lot: Car, parking lot, flames, emergency services, investigation, Explode, cause, catch fire, extinguish, investigate"
7,"The video shows two people engaged in a physical fight: In this scenario, we might see two people hitting, kicking, or grappling with each other. The fight could be sparked by a verbal disagreement, physical altercation, or other reasons. We might see others in the vicinity trying to separate the fighters or trying to stop the fight altogether."
7,"The video shows a group of people involved in a fight: In this scenario, we might see a group of people fighting each other, either in a pre-planned altercation or a spontaneous conflict. The fight could be between two groups or multiple individuals. We might see bystanders trying to get away from the scene or trying to break up the fight."
7,"The video shows someone using a weapon during a fight: In this scenario, we might see someone using a weapon such as a knife or a gun during a fight. The presence of a weapon could escalate the situation and put others in danger. We might see others trying to flee the scene or trying to disarm the person."
7,"Altercation on a busy street: People, altercation, punches, kicks, bystanders, Engage, exchange, intervene, film, fight"
7,"Athletes fighting during a sports event: Teams, athletes, altercation, push, officials, Engage, push, throw, break up, fight"
7,"Bar/club fight: Individuals, bar/club, glasses, chairs, patrons, Fight, throw, break, get out of the way, intervene"
7,"School/university fight: Students, fight, chaos, hallways, common areas, Break out, cause, create, watch, stop"
8,"individuals entering a store wearing masks and brandishing weapons: robbers, masks, weapons, store, customers, enter, brandish, threaten, demand, intimidate"
8,"The store clerk complying with the demands of the robbers and giving them money from the cash register:store clerk, robbers, cash register, money, store, comply, give, hand over, surrender, submit"
8,"A customer entering the store during the robbery and either being taken hostage or escaping unnoticed: customer, robbers, store, hostages, escape, enter, notice, hide, escape, surrender"
8,"The robbers fleeing the store and getting into a waiting vehicle, robbers, store, vehicle, escape, police, flee, escape, run, drive, leave"
8,"The video shows the robbers entering the premises: In this scenario, we might see the robbers entering a building or store with the intention of stealing. They may use force or weapons to gain access or intimidate anyone who tries to stop them."
8,"The video shows the robbery in progress: In this scenario, we might see the robbers taking items or cash from the premises. They may be armed and dangerous, and may threaten or harm anyone who tries to stop them."
9,"The video shows the shooting in progress: In this scenario, we might see the shooter(s) firing a weapon and causing harm to others. It is important to prioritize the safety of those who are in the area and to evacuate as quickly and safely as possible."
9,"The video shows witnesses or bystanders reacting to the In this scenario, we might see people nearby reacting to the shooting, such as running away or calling for help. Depending on the situation, they may also attempt to stop the shooter(s) or provide assistance to anyone who is injured."
9,"Public area shooting: Person, victim, street/park, gun, running, Shoot, fall, run away, flee, panic"
9,"Shooting inside a building: Person, victim, building, gun, altercation, Shoot, argue, fight, flee, panic"
9,"Drive-by shooting: Person, victim, vehicle, gun, street, Shoot, drive by, flee, speed away, escape"
9,"Shooting during an altercation: Person, victim, argument/fight, gun, dispute, Shoot, argue, fight, flee, panic"
10,"The video shows the theft in progress: In this scenario, we might see the person taking something that does not belong to them, such as merchandise from a store or a personal item from a locker."
10,"The video shows the aftermath of the theft: In this scenario, we might see the damage caused by the theft, such as missing items or damaged property. It is important to investigate the theft and identify the thief in order to prevent future incidents."
10,"Car burglary: Car, street, valuables, thief, foot, Break in, search, take, flee, escape"
11,shoplifting
11,"The shoplifter picks up an item, conceals it on their person, and continues to browse."
11,"A person walks into a store and puts a small item into their pocket without paying for it: person, store, item, pocket, payment, walk, put, pay, steal, leave"
11,"A group of people distract the store employees while another person takes items off the shelves and conceals them: group, people, store, employee, items, distract, take, conceal, steal, leave"
11,"A person takes an item from a store shelf, removes the price tag or replaces it with a lower one, and then pays for the item at the reduced price: person, store, item, shelf, price tag, take, replace, pay, cheat, leave"
11,"A person switches the tags on two items of different value and pays for the cheaper item at the checkout: person, store, items, tags, checkout, switch, pay, cheat, leave"
12,"someone spray-painting graffiti on the wall of a building: wall, spray can, paint, graffiti, tag, spray, paint, write, vandalize, deface"
12,"There could be A group of teenagers knocking over trash cans on a sidewalk: trash can, sidewalk, garbage, litter, vandalism, knock over, throw, scatter, vandalize, litter"
12,"There could be Someone tearing down posters from a community board: poster, community board, paper, tape, vandalism, tear down, remove, deface, vandalize, destroy"
12,"There could be Someone throwing rocks at a parked car: rocks, car, person, sidewalk, street, throwing, hitting, damaging, walking, running"
12,"There could be Someone kicking over a trash can or knocking over a street sign: trash can, street sign, person, street, sidewalk, kicking, knocking over, damaging, walking, running"
12,Vandalism often occurs during the night when there are fewer people around to witness it. Please notice people loitering around your property for no apparent reason.
13,abseiling
13,air drumming
13,answering questions
13,applauding
13,applying cream
13,archery
13,arm wrestling
13,arranging flowers
13,assembling computer
13,auctioning
13,baby waking up
13,baking cookies
13,balloon blowing
13,bandaging
13,barbequing
13,bartending
13,beatboxing
13,bee keeping
13,belly dancing
13,bench pressing
13,bending back
13,bending metal
13,biking through snow
13,blasting sand
13,blowing glass
13,blowing leaves
13,blowing nose
13,blowing out candles
13,bobsledding
13,bookbinding
13,bouncing on trampoline
13,bowling
13,braiding hair
13,breading or breadcrumbing
13,breakdancing
13,brush painting
13,brushing hair
13,brushing teeth
13,building cabinet
13,building shed
13,bungee jumping
13,busking
13,canoeing or kayaking
13,capoeira
13,carrying baby
13,cartwheeling
13,carving pumpkin
13,catching fish
13,catching or throwing baseball
13,catching or throwing frisbee
13,catching or throwing softball
13,celebrating
13,changing oil
13,changing wheel
13,checking tires
13,cheerleading
13,chopping wood
13,clapping
13,clay pottery making
13,clean and jerk
13,cleaning floor
13,cleaning gutters
13,cleaning pool
13,cleaning shoes
13,cleaning toilet
13,cleaning windows
13,climbing a rope
13,climbing ladder
13,climbing tree
13,contact juggling
13,cooking chicken
13,cooking egg
13,cooking on campfire
13,cooking sausages
13,counting money
13,country line dancing
13,cracking neck
13,crawling baby
13,crossing river
13,crying
13,curling hair
13,cutting nails
13,cutting pineapple
13,cutting watermelon
13,dancing ballet
13,dancing charleston
13,dancing gangnam style
13,dancing macarena
13,deadlifting
13,decorating the christmas tree
13,digging
13,dining
13,disc golfing
13,diving cliff
13,dodgeball
13,doing aerobics
13,doing laundry
13,doing nails
13,drawing
13,dribbling basketball
13,drinking
13,drinking beer
13,drinking shots
13,driving car
13,driving tractor
13,drop kicking
13,drumming fingers
13,dunking basketball
13,dying hair
13,eating burger
13,eating cake
13,eating carrots
13,eating chips
13,eating doughnuts
13,eating hotdog
13,eating ice cream
13,eating spaghetti
13,eating watermelon
13,egg hunting
13,exercising arm
13,exercising with an exercise ball
13,extinguishing fire
13,faceplanting
13,feeding birds
13,feeding fish
13,feeding goats
13,filling eyebrows
13,finger snapping
13,fixing hair
13,flipping pancake
13,flying kite
13,folding clothes
13,folding napkins
13,folding paper
13,front raises
13,frying vegetables
13,garbage collecting
13,gargling
13,getting a haircut
13,getting a tattoo
13,giving or receiving award
13,golf chipping
13,golf driving
13,golf putting
13,grinding meat
13,grooming dog
13,grooming horse
13,gymnastics tumbling
13,hammer throw
13,headbanging
13,headbutting
13,high jump
13,high kick
13,hitting baseball
13,hockey stop
13,holding snake
13,hopscotch
13,hoverboarding
13,hugging
13,hula hooping
13,hurdling
13,hurling (sport)
13,ice climbing
13,ice fishing
13,ice skating
13,ironing
13,javelin throw
13,jetskiing
13,jogging
13,juggling balls
13,juggling fire
13,juggling soccer ball
13,jumping into pool
13,jumpstyle dancing
13,kicking field goal
13,kicking soccer ball
13,kissing
13,kitesurfing
13,knitting
13,krumping
13,laughing
13,laying bricks
13,long jump
13,lunge
13,making a cake
13,making a sandwich
13,making bed
13,making jewelry
13,making pizza
13,making snowman
13,making sushi
13,making tea
13,marching
13,massaging back
13,massaging feet
13,massaging legs
13,massaging person's head
13,milking cow
13,mopping floor
13,motorcycling
13,moving furniture
13,mowing lawn
13,news anchoring
13,opening bottle
13,opening present
13,paragliding
13,parasailing
13,parkour
13,passing American football (in game)
13,passing American football (not in game)
13,peeling apples
13,peeling potatoes
13,petting animal (not cat)
13,petting cat
13,picking fruit
13,planting trees
13,plastering
13,playing accordion
13,playing badminton
13,playing bagpipes
13,playing basketball
13,playing bass guitar
13,playing cards
13,playing cello
13,playing chess
13,playing clarinet
13,playing controller
13,playing cricket
13,playing cymbals
13,playing didgeridoo
13,playing drums
13,playing flute
13,playing guitar
13,playing harmonica
13,playing harp
13,playing ice hockey
13,playing keyboard
13,playing kickball
13,playing monopoly
13,playing organ
13,playing paintball
13,playing piano
13,playing poker
13,playing recorder
13,playing saxophone
13,playing squash or racquetball
13,playing tennis
13,playing trombone
13,playing trumpet
13,playing ukulele
13,playing violin
13,playing volleyball
13,playing xylophone
13,pole vault
13,presenting weather forecast
13,pull ups
13,pumping fist
13,pumping gas
13,punching bag
13,punching person (boxing)
13,push up
13,pushing car
13,pushing cart
13,pushing wheelchair
13,reading book
13,reading newspaper
13,recording music
13,riding a bike
13,riding camel
13,riding elephant
13,riding mechanical bull
13,riding mountain bike
13,riding mule
13,riding or walking with horse
13,riding scooter
13,riding unicycle
13,ripping paper
13,robot dancing
13,rock climbing
13,rock scissors paper
13,roller skating
13,running on treadmill
13,sailing
13,salsa dancing
13,sanding floor
13,scrambling eggs
13,scuba diving
13,setting table
13,shaking hands
13,shaking head
13,sharpening knives
13,sharpening pencil
13,shaving head
13,shaving legs
13,shearing sheep
13,shining shoes
13,shooting basketball
13,shooting goal (soccer)
13,shot put
13,shoveling snow
13,shredding paper
13,shuffling cards
13,side kick
13,sign language interpreting
13,singing
13,situp
13,skateboarding
13,ski jumping
13,skiing (not slalom or crosscountry)
13,skiing crosscountry
13,skiing slalom
13,skipping rope
13,skydiving
13,slacklining
13,slapping
13,sled dog racing
13,smoking
13,smoking hookah
13,snatch weight lifting
13,sneezing
13,sniffing
13,snorkeling
13,snowboarding
13,snowkiting
13,snowmobiling
13,somersaulting
13,spinning poi
13,spray painting
13,spraying
13,springboard diving
13,squat
13,sticking tongue out
13,stomping grapes
13,stretching arm
13,stretching leg
13,strumming guitar
13,surfing crowd
13,surfing water
13,sweeping floor
13,swimming backstroke
13,swimming breast stroke
13,swimming butterfly stroke
13,swing dancing
13,swinging legs
13,swinging on something
13,sword fighting
13,tai chi
13,taking a shower
13,tango dancing
13,tap dancing
13,tapping guitar
13,tapping pen
13,tasting beer
13,tasting food
13,testifying
13,texting
13,throwing axe
13,throwing ball
13,throwing discus
13,tickling
13,tobogganing
13,tossing coin
13,tossing salad
13,training dog
13,trapezing
13,trimming or shaving beard
13,trimming trees
13,triple jump
13,tying bow tie
13,tying knot (not on a tie)
13,tying tie
13,unboxing
13,unloading truck
13,using computer
13,using remote controller (not gaming)
13,using segway
13,vault
13,waiting in line
13,walking the dog
13,washing dishes
13,washing feet
13,washing hair
13,washing hands
13,water skiing
13,water sliding
13,watering plants
13,waxing back
13,waxing chest
13,waxing eyebrows
13,waxing legs
13,weaving basket
13,welding
13,whistling
13,windsurfing
13,wrapping present
13,wrestling
13,writing
13,yawning
13,yoga
13,zumba
